organization,primary_sector,scope1,scope2,scope3,scope1_2,scope_weighted,total_emission
MILLENNIUM REAL ESTATE SERVICE,Financial services,,,,0.0,,0.0
"STANDARD CABLE USA, INC.",Electrical & electronic equipment,,,,0.0,,0.0
THE ROSEN GROUP PROFESSIONAL,Specialized professional services,,,,0.0,,0.0
ARMSTRONG PARTNERSHIP,Web & marketing services,51.0,24.0,,75.0,,75.0
A PLUS MEETINGS & INCENTIVES,Commercial & consumer services,0.0,,,0.0,,0.0
APPLIED ACOUSTICS INTERNATIONAL,Transportation equipment,,,,0.0,,0.0
AJ ROSE MANUFACTURING COMPANY,Metal products manufacturing,943.66,,0.0,943.66,,943.66
BATESVILLE TOOL & DIE INC,Transportation equipment,712.45,3886.8100000000004,2499.46,4599.26,2022.16,7098.72
BELLETECH CORP,Transportation equipment,86.72,1485.8,524.18,1572.52,593.9359999999999,2096.7
"CASCADE ENGINEERING, INC.",Plastic product manufacturing,,41.949999999999996,,41.949999999999996,,41.949999999999996
"FORTUS TECHNOLOGIES, INC",Metal products manufacturing,3931.85,5447750.08,10124552.17,5451681.93,3661201.3830000004,15576234.1
"JAYNA, INC.",Metal products manufacturing,,,,0.0,,0.0
MILSCO MANUFACTURING,Transportation equipment,,,,0.0,,0.0
OHASHI TECHNICA USA INC,"Metal smelting, refining & forming",,,,0.0,,0.0
"MARION INDUSTRIES, INC.",Transportation equipment,626.61,1490.5,2117.1,2117.11,1183.875,4234.21
"ROCKFORD PROCESS CONTROL, INC.",Transportation equipment,983.455,1898.3700000000001,1353.64,2881.8250000000003,1331.9665,4235.465
UNYTITE,Metal products manufacturing,932.5,5102.2,123.1,6034.7,2021.5299999999997,6157.8
Baublebar,Leisure & home manufacturing,,,,0.0,,0.0
MEDELA INC,Medical equipment & supplies,433.415,,,433.415,,433.415
Tai Apparel Inc.,Textiles & fabric goods,250.0,80.0,,330.0,,330.0
Wildcat Wholesale LLC,Chemicals,,,,0.0,,0.0
MIRANTIS INC,IT & software development,,,,0.0,,0.0
NCS TECHNOLOGIES,Specialized professional services,0.0,,,0.0,,0.0
AVA PORK PRODUCTS INC,Food & beverage processing,,,,0.0,,0.0
BEE NATURAL HONEY LLC,Food & beverage processing,0.0,,0.0,0.0,,0.0
ERGOTRON,Medical equipment & supplies,579.0,7198.0,,7777.0,,7777.0
"M&G EXPRESSO,INC",Food & beverage processing,,,,0.0,,0.0
MAGIC DIRT,Crop farming,,,,0.0,,0.0
"Harbinger Group, LLC dba Misionero",Food & beverage processing,584.0,3388.0,,3972.0,,3972.0
CRYSTAL ART OF FLORIDA  INC,Discretionary retail,,,,0.0,,0.0
GRANITE SOLUTIONS GROUPE,Financial services,0.0,,,0.0,,0.0
"TRICOR PACIFIC CAPITAL, INC",Plastic product manufacturing,,,,0.0,,0.0
"ROYAL CONSUMER INFORMATION PRODUCTS, INC.",Electrical & electronic equipment,9633.0,9826.0,0.0,19459.0,7764.299999999999,19459.0
FORGE INDUSTRIES INC,Powered machinery,0.0,,,0.0,,0.0
CONSOL Energy Inc,Coal mining,7222103.0,292821.0,34042869.0,7514924.0,10507471.600000001,41557793.0
ROAD SHOW LOGISTICS LLC,"Trading, wholesale, distribution, rental & leasing",,,,0.0,,0.0
DESERT LABOR SVCS LLC,Commercial & consumer services,,,,0.0,,0.0
BANGARANG ENTERPRISES LLC,Intermodal transport & logistics,,,,0.0,,0.0
ALBERT USTER IMPORTS INC,Food & beverage processing,,,,0.0,,0.0
BGIS,Other services,10419.6,672.4,3808.7,11092.0,6173.26,14900.7
SHI International Corp.,Specialized professional services,440.0,7586.0,,8026.0,,8026.0
Wyndham Hotels & Resorts,"Bars, hotels & restaurants",57578.0,235785.0,,293363.0,,293363.0
"Pyxus International, Inc.",Tobacco,66083.62,37955.61,62671.92142857143,104039.23,56962.87728571428,166711.15142857144
OIA GLOBAL,Intermodal transport & logistics,10.0,529.5,,539.5,,539.5
BEEMAKPLASTICSINC,Plastic product manufacturing,,,,0.0,,0.0
"Hollingsworth, Inc.",Commercial & consumer services,0.0,,,0.0,,0.0
Mando corporation USA,Transportation equipment,24.45,4794.19,9641.28,4818.639999999999,3378.7380000000003,14459.92
BEACHHEAD INCORPORATED,Specialized professional services,,32.7,18.605,32.7,,51.30500000000001
BMF MEDIA GROUP LLC,"Media, telecommunications & data center services",,,,0.0,,0.0
TDK TECHNOLOGIES LLC,IT & software development,0.0,336.0,139.93333333333334,336.0,128.78666666666666,475.93333333333334
STAR MANUFACTURING,Metal products manufacturing,0.0,,,0.0,,0.0
MAMCO PRECISION MOLDING,Plastic product manufacturing,,,,0.0,,0.0
INDIANA AUTOMOTIVE FASTENERS INC.,Transportation equipment,,,,0.0,,0.0
Apollo Microwaves Ltd.,Metal products manufacturing,,,,0.0,,0.0
SKY TESTING SERVICES,Specialized professional services,,,,0.0,,0.0
BRENT BALTIN,"Trading, wholesale, distribution, rental & leasing",,,,0.0,,0.0
C & M Manufacturing Corporation,Metal products manufacturing,,,,0.0,,0.0
"COMMERCIAL LUMBER & PALLET CO., INC.",Wood & paper materials,,,,0.0,,0.0
EATON STEEL CORPORATION,"Metal smelting, refining & forming",,,,0.0,,0.0
KLINGSPOR ABRASIVES INC,Powered machinery,600.0,,,600.0,,600.0
KRAYDEN,Other materials,,,,0.0,,0.0
"NITCO, LLC","Trading, wholesale, distribution, rental & leasing",,,,0.0,,0.0
NATIONAL FRAME RAIL INC,Metal products manufacturing,,,,0.0,,0.0
TRINITY FORGE,Metal products manufacturing,,,,0.0,,0.0
"U. S. ELECTROFUSED MINERALS, INC.",Other materials,0.0,,,0.0,,0.0
AMERICAN MACHINE WORKS INC,Metal products manufacturing,,,,0.0,,0.0
"Union Electric, Inc.",Construction,0.0,,,0.0,,0.0
SCHWEITZER INC,Construction,,,,0.0,,0.0
SPRINGFIELD MACHINE & TOOL INC,Metal products manufacturing,25.0,322.0,7.5,347.0,110.6,354.5
MONUMENT CONSULTING LLC,Specialized professional services,,,,0.0,,0.0
WHEELS HOLDCO INC,Intermodal transport & logistics,119.13,95.6,227.16500000000002,214.73,133.678,441.895
Yakima Chief Inc.,Food & beverage processing,4449.0,,90995.4,4449.0,,95444.4
Delphi Productions Inc,Light manufacturing,371.48,765.46,,1136.94,,1136.94
NEWPORT IP LLC,Commercial & consumer services,314.0,,314.0,314.0,,628.0
OSLO SOLUTIONS LLC,IT & software development,,,,0.0,,0.0
IDEAL JACOBS,Print & publishing services,,,,0.0,,0.0
NEOGRAF SOLUTIONS,Electrical & electronic equipment,,,,0.0,,0.0
Faryl Robin Shoe Agent,Apparel design,0.0,2.86,,2.86,,2.86
GLOBAL BUILDING SERVICES,Commercial & consumer services,,,,0.0,,0.0
"Dorel Home Furnishings, Inc.",Leisure & home manufacturing,0.0,3.0,,3.0,,3.0
Sequin,Discretionary retail,,,,0.0,,0.0
Stony Apparel Corporation,Apparel design,0.0,267.14,,267.14,,267.14
FIG STREET MARKETING GROUP,Web & marketing services,,,,0.0,,0.0
PATTERSON & SHERIDAN,Specialized professional services,0.0,,,0.0,,0.0
ONE WORKPLACE L FERRARI,Discretionary retail,,,,0.0,,0.0
Mastronardi Produce Limited,Crop farming,118737.0,,2037.0,118737.0,,120774.0
"Valvoline, LLC",Chemicals,9883.333333333334,23050.333333333332,,32933.666666666664,,32933.666666666664
Golden Crust Bakeries Inc.,Food & beverage processing,,,,0.0,,0.0
Houweling's Group,Crop farming,50465.0,8561.0,539.24,59026.0,27908.648,59565.24
QP HOLDINGS LLC DBA QUANTUM PLASTIC,Plastic product manufacturing,,,,0.0,,0.0
Collison-Goll Limited,Metal products manufacturing,21.08,,,21.08,,21.08
"Precision Tool & Mold, Inc.",Plastic product manufacturing,3.57,837.97,,841.5400000000001,,841.5400000000001
Strong Tower Consulting,Specialized professional services,,,,0.0,,0.0
"MSA Safety, Inc.",Plastic product manufacturing,4004.0,23652.7,,27656.7,,27656.7
"The Martin-Brower Company, L.L.C.",Road transport,271498.0,62816.0,96547.75,334314.0,173903.34999999998,430861.75
"The HAVI Group, LP",Intermodal transport & logistics,87804.0,52061.0,46977.142857142855,139865.0,68915.72857142857,186842.14285714284
